id,segment,sequence
2_12_1.mat,958,6.0
2_13_1.mat,959,1.0
2_14_1.mat,959,2.0
2_15_1.mat,959,3.0
2_16_1.mat,959,4.0
2_17_1.mat,959,5.0
2_18_1.mat,959,6.0
2_19_1.mat,960,1.0
2_20_1.mat,960,2.0
2_21_1.mat,960,3.0
2_22_1.mat,960,4.0
2_23_1.mat,960,5.0
2_24_1.mat,960,6.0
2_25_1.mat,961,1.0
2_26_1.mat,961,2.0
2_27_1.mat,961,3.0
2_28_1.mat,961,4.0
2_29_1.mat,961,5.0
2_30_1.mat,961,6.0
2_31_1.mat,962,1.0
2_32_1.mat,962,2.0
2_33_1.mat,962,3.0
2_34_1.mat,962,4.0
2_35_1.mat,962,5.0
2_36_1.mat,962,6.0
2_37_1.mat,963,1.0
2_38_1.mat,963,2.0
2_39_1.mat,963,3.0
2_40_1.mat,963,4.0
2_41_1.mat,963,5.0
2_42_1.mat,963,6.0
2_43_1.mat,964,1.0
2_44_1.mat,964,2.0
2_45_1.mat,964,3.0
2_46_1.mat,964,4.0
2_47_1.mat,964,5.0
2_48_1.mat,964,6.0
2_49_1.mat,965,1.0
2_50_1.mat,965,2.0
2_51_1.mat,965,3.0
2_52_1.mat,965,4.0
2_53_1.mat,965,5.0
2_54_1.mat,965,6.0
2_55_1.mat,966,1.0
2_56_1.mat,966,2.0
2_57_1.mat,966,3.0
2_58_1.mat,966,4.0
2_59_1.mat,966,5.0
2_60_1.mat,966,6.0
2_61_1.mat,967,1.0
2_62_1.mat,967,2.0
2_63_1.mat,967,3.0
2_64_1.mat,967,4.0
2_65_1.mat,967,5.0
2_66_1.mat,967,6.0
2_67_1.mat,968,1.0
2_68_1.mat,968,2.0
2_69_1.mat,968,3.0
2_70_1.mat,968,4.0
2_71_1.mat,968,5.0
2_72_1.mat,968,6.0
2_73_1.mat,969,1.0
2_74_1.mat,969,2.0
2_75_1.mat,969,3.0
2_76_1.mat,969,4.0
2_77_1.mat,969,5.0
2_78_1.mat,969,6.0
2_79_1.mat,970,1.0
2_80_1.mat,970,2.0
2_81_1.mat,970,3.0
2_82_1.mat,970,4.0
2_83_1.mat,970,5.0
2_84_1.mat,970,6.0
2_85_1.mat,971,1.0
2_86_1.mat,971,2.0
2_87_1.mat,971,3.0
2_88_1.mat,971,4.0
2_89_1.mat,971,5.0
2_90_1.mat,971,6.0
2_91_1.mat,972,1.0
2_92_1.mat,972,2.0
2_93_1.mat,972,3.0
2_94_1.mat,972,4.0
2_95_1.mat,972,5.0
2_96_1.mat,972,6.0
2_97_1.mat,973,1.0
2_98_1.mat,973,2.0
2_99_1.mat,973,3.0
2_100_1.mat,973,4.0
2_101_1.mat,973,5.0
2_102_1.mat,973,6.0
2_103_1.mat,974,1.0
2_104_1.mat,974,2.0
2_105_1.mat,974,3.0
2_106_1.mat,974,4.0
2_107_1.mat,974,5.0
2_108_1.mat,974,6.0
2_109_1.mat,975,1.0
2_110_1.mat,975,2.0
2_111_1.mat,975,3.0
2_112_1.mat,975,4.0
2_113_1.mat,975,5.0
2_114_1.mat,975,6.0
2_115_1.mat,976,1.0
2_116_1.mat,976,2.0
2_117_1.mat,976,3.0
2_118_1.mat,976,4.0
2_119_1.mat,976,5.0
2_120_1.mat,976,6.0
2_121_1.mat,977,1.0
2_122_1.mat,977,2.0
2_123_1.mat,977,3.0
2_124_1.mat,977,4.0
2_125_1.mat,977,5.0
2_126_1.mat,977,6.0
2_127_1.mat,978,1.0
2_128_1.mat,978,2.0
2_129_1.mat,978,3.0
2_130_1.mat,978,4.0
2_131_1.mat,978,5.0
2_132_1.mat,978,6.0
2_133_1.mat,979,1.0
2_134_1.mat,979,2.0
2_135_1.mat,979,3.0
2_136_1.mat,979,4.0
2_137_1.mat,979,5.0
2_138_1.mat,979,6.0
2_139_1.mat,980,1.0
2_140_1.mat,980,2.0
2_141_1.mat,980,3.0
2_142_1.mat,980,4.0
2_143_1.mat,980,5.0
2_144_1.mat,980,6.0
2_145_1.mat,981,1.0
2_146_1.mat,981,2.0
2_147_1.mat,981,3.0
2_148_1.mat,981,4.0
2_149_1.mat,981,5.0
2_150_1.mat,981,6.0
old_2_1004_1.mat,1113,1.0
old_2_1015_1.mat,1114,1.0
old_2_103_1.mat,1115,1.0
old_2_1259_1.mat,1116,1.0
old_2_1287_1.mat,1117,1.0
old_2_1292_1.mat,1118,1.0
old_2_1301_1.mat,1119,1.0
old_2_1321_1.mat,1120,1.0
old_2_1385_1.mat,1121,1.0
old_2_1435_1.mat,1122,1.0
old_2_1450_1.mat,1123,1.0
old_2_1454_1.mat,1124,1.0
old_2_1524_1.mat,1125,1.0
old_2_1538_1.mat,1126,1.0
old_2_1540_1.mat,1127,1.0
old_2_1650_1.mat,1128,1.0
old_2_1730_1.mat,1129,1.0
old_2_1885_1.mat,1130,1.0
old_2_1902_1.mat,1131,1.0
old_2_1925_1.mat,1132,1.0
old_2_1943_1.mat,1133,1.0
old_2_1968_1.mat,1134,1.0
old_2_1986_1.mat,1135,1.0
old_2_2018_1.mat,1136,1.0
old_2_2025_1.mat,1137,1.0
old_2_202_1.mat,1138,1.0
old_2_2080_1.mat,1139,1.0
old_2_2083_1.mat,1140,1.0
old_2_2117_1.mat,1141,1.0
old_2_2137_1.mat,1142,1.0
old_2_2176_1.mat,1143,1.0
old_2_2187_1.mat,1144,1.0
old_2_2219_1.mat,1145,1.0
old_2_290_1.mat,1146,1.0
old_2_293_1.mat,1147,1.0
old_2_303_1.mat,1148,1.0
old_2_310_1.mat,1149,1.0
old_2_313_1.mat,1150,1.0
old_2_31_1.mat,1151,1.0
old_2_35_1.mat,1152,1.0
old_2_409_1.mat,1153,1.0
old_2_430_1.mat,1154,1.0
old_2_442_1.mat,1155,1.0
old_2_450_1.mat,1156,1.0
old_2_45_1.mat,1157,1.0
old_2_475_1.mat,1158,1.0
old_2_485_1.mat,1159,1.0
old_2_511_1.mat,1160,1.0
old_2_53_1.mat,1161,1.0
old_2_555_1.mat,1162,1.0
old_2_575_1.mat,1163,1.0
old_2_577_1.mat,1164,1.0
old_2_595_1.mat,1165,1.0
old_2_599_1.mat,1166,1.0
old_2_644_1.mat,1167,1.0
old_2_647_1.mat,1168,1.0
old_2_682_1.mat,1169,1.0
old_2_68_1.mat,1170,1.0
old_2_708_1.mat,1171,1.0
old_2_714_1.mat,1172,1.0
old_2_71_1.mat,1173,1.0
old_2_752_1.mat,1174,1.0
old_2_760_1.mat,1175,1.0
old_2_767_1.mat,1176,1.0
old_2_769_1.mat,1177,1.0
old_2_893_1.mat,1178,1.0
old_2_899_1.mat,1179,1.0
old_2_901_1.mat,1180,1.0
old_2_915_1.mat,1181,1.0
old_2_955_1.mat,1182,1.0
old_2_98_1.mat,1183,1.0
old_2_996_1.mat,1184,1.0
3_1_0.mat,558,1.0
3_2_0.mat,558,2.0
3_3_0.mat,558,3.0
3_4_0.mat,558,4.0
3_5_0.mat,558,5.0
3_6_0.mat,558,6.0
3_7_0.mat,559,1.0
3_8_0.mat,559,2.0
3_9_0.mat,559,3.0
3_10_0.mat,559,4.0
3_11_0.mat,559,5.0
3_12_0.mat,559,6.0
3_13_0.mat,560,1.0
3_14_0.mat,560,2.0
3_15_0.mat,560,3.0
3_16_0.mat,560,4.0
3_17_0.mat,560,5.0
3_18_0.mat,560,6.0
3_19_0.mat,561,1.0
3_20_0.mat,561,2.0
3_21_0.mat,561,3.0
3_22_0.mat,561,4.0
3_23_0.mat,561,5.0
3_24_0.mat,561,6.0
3_25_0.mat,562,1.0
3_26_0.mat,562,2.0
3_27_0.mat,562,3.0
3_28_0.mat,562,4.0
3_29_0.mat,562,5.0
3_30_0.mat,562,6.0
3_31_0.mat,563,1.0
3_32_0.mat,563,2.0
3_33_0.mat,563,3.0
3_34_0.mat,563,4.0
3_35_0.mat,563,5.0
3_36_0.mat,563,6.0
3_37_0.mat,564,1.0
3_38_0.mat,564,2.0
3_39_0.mat,564,3.0
3_40_0.mat,564,4.0
3_41_0.mat,564,5.0
3_42_0.mat,564,6.0
3_43_0.mat,565,1.0
3_44_0.mat,565,2.0
3_45_0.mat,565,3.0
3_46_0.mat,565,4.0
3_47_0.mat,565,5.0
3_48_0.mat,565,6.0
3_49_0.mat,566,1.0
3_50_0.mat,566,2.0
3_51_0.mat,566,3.0
3_52_0.mat,566,4.0
3_53_0.mat,566,5.0
3_54_0.mat,566,6.0
3_55_0.mat,567,1.0
3_56_0.mat,567,2.0
3_57_0.mat,567,3.0
3_58_0.mat,567,4.0
3_59_0.mat,567,5.0
3_60_0.mat,567,6.0
3_61_0.mat,568,1.0
3_62_0.mat,568,2.0
3_63_0.mat,568,3.0
3_64_0.mat,568,4.0
3_65_0.mat,568,5.0
3_66_0.mat,568,6.0
3_67_0.mat,569,1.0
3_68_0.mat,569,2.0
3_69_0.mat,569,3.0
3_70_0.mat,569,4.0
3_71_0.mat,569,5.0
3_72_0.mat,569,6.0
3_73_0.mat,570,1.0
3_74_0.mat,570,2.0
3_75_0.mat,570,3.0
3_76_0.mat,570,4.0
3_77_0.mat,570,5.0
3_78_0.mat,570,6.0
3_79_0.mat,571,1.0
3_80_0.mat,571,2.0
3_81_0.mat,571,3.0
3_82_0.mat,571,4.0
3_83_0.mat,571,5.0
3_84_0.mat,571,6.0
3_85_0.mat,572,1.0
3_86_0.mat,572,2.0
3_87_0.mat,572,3.0
3_88_0.mat,572,4.0
3_89_0.mat,572,5.0
3_90_0.mat,572,6.0
3_91_0.mat,573,1.0
3_92_0.mat,573,2.0
3_93_0.mat,573,3.0
3_94_0.mat,573,4.0
3_95_0.mat,573,5.0
3_96_0.mat,573,6.0
3_97_0.mat,574,1.0
3_98_0.mat,574,2.0
3_99_0.mat,574,3.0
3_100_0.mat,574,4.0
3_101_0.mat,574,5.0
3_102_0.mat,574,6.0
3_103_0.mat,575,1.0
3_104_0.mat,575,2.0
3_105_0.mat,575,3.0
3_106_0.mat,575,4.0
3_107_0.mat,575,5.0
3_108_0.mat,575,6.0
3_109_0.mat,576,1.0
3_110_0.mat,576,2.0
3_111_0.mat,576,3.0
3_112_0.mat,576,4.0
3_113_0.mat,576,5.0
3_114_0.mat,576,6.0
3_115_0.mat,577,1.0
3_116_0.mat,577,2.0
3_117_0.mat,577,3.0
3_118_0.mat,577,4.0
3_119_0.mat,577,5.0
3_120_0.mat,577,6.0
3_121_0.mat,578,1.0
3_122_0.mat,578,2.0
3_123_0.mat,578,3.0
3_124_0.mat,578,4.0
3_125_0.mat,578,5.0
3_126_0.mat,578,6.0
3_127_0.mat,579,1.0
3_128_0.mat,579,2.0
3_129_0.mat,579,3.0
3_130_0.mat,579,4.0
3_131_0.mat,579,5.0
3_132_0.mat,579,6.0
3_133_0.mat,580,1.0
3_134_0.mat,580,2.0
3_135_0.mat,580,3.0
3_136_0.mat,580,4.0
3_137_0.mat,580,5.0
3_138_0.mat,580,6.0
3_139_0.mat,581,1.0
3_140_0.mat,581,2.0
3_141_0.mat,581,3.0
3_142_0.mat,581,4.0
3_143_0.mat,581,5.0
3_144_0.mat,581,6.0
3_145_0.mat,582,1.0
3_146_0.mat,582,2.0
3_147_0.mat,582,3.0
3_148_0.mat,582,4.0
3_149_0.mat,582,5.0
3_150_0.mat,582,6.0
3_151_0.mat,583,1.0
3_152_0.mat,583,2.0
3_153_0.mat,583,3.0
3_154_0.mat,583,4.0
3_155_0.mat,583,5.0
3_156_0.mat,583,6.0
3_157_0.mat,584,1.0
3_158_0.mat,584,2.0
3_159_0.mat,584,3.0
3_160_0.mat,584,4.0
3_161_0.mat,584,5.0
3_162_0.mat,584,6.0
3_163_0.mat,585,1.0
3_164_0.mat,585,2.0
3_165_0.mat,585,3.0
3_166_0.mat,585,4.0
3_167_0.mat,585,5.0
3_168_0.mat,585,6.0
3_169_0.mat,586,1.0
3_170_0.mat,586,2.0
3_171_0.mat,586,3.0
3_172_0.mat,586,4.0
3_173_0.mat,586,5.0
3_174_0.mat,586,6.0
3_175_0.mat,587,1.0
3_176_0.mat,587,2.0
3_177_0.mat,587,3.0
3_178_0.mat,587,4.0
3_179_0.mat,587,5.0
3_180_0.mat,587,6.0
3_181_0.mat,588,1.0
3_182_0.mat,588,2.0
3_183_0.mat,588,3.0
3_184_0.mat,588,4.0
3_185_0.mat,588,5.0
3_186_0.mat,588,6.0
3_187_0.mat,589,1.0
3_188_0.mat,589,2.0
3_189_0.mat,589,3.0
3_190_0.mat,589,4.0
3_191_0.mat,589,5.0
3_192_0.mat,589,6.0
3_193_0.mat,590,1.0
3_194_0.mat,590,2.0
3_195_0.mat,590,3.0
3_196_0.mat,590,4.0
3_197_0.mat,590,5.0
3_198_0.mat,590,6.0
3_199_0.mat,591,1.0
3_200_0.mat,591,2.0
3_201_0.mat,591,3.0
3_202_0.mat,591,4.0
3_203_0.mat,591,5.0
3_204_0.mat,591,6.0
3_205_0.mat,592,1.0
3_206_0.mat,592,2.0
3_207_0.mat,592,3.0
3_208_0.mat,592,4.0
3_209_0.mat,592,5.0
3_210_0.mat,592,6.0
3_211_0.mat,593,1.0
3_212_0.mat,593,2.0
3_213_0.mat,593,3.0
3_214_0.mat,593,4.0
3_215_0.mat,593,5.0
3_216_0.mat,593,6.0
3_217_0.mat,594,1.0
3_218_0.mat,594,2.0
3_219_0.mat,594,3.0
3_220_0.mat,594,4.0
3_221_0.mat,594,5.0
3_222_0.mat,594,6.0
3_223_0.mat,595,1.0
3_224_0.mat,595,2.0
3_225_0.mat,595,3.0
3_226_0.mat,595,4.0
3_227_0.mat,595,5.0
3_228_0.mat,595,6.0
3_229_0.mat,596,1.0
3_230_0.mat,596,2.0
3_231_0.mat,596,3.0
3_232_0.mat,596,4.0
3_233_0.mat,596,5.0
3_234_0.mat,596,6.0
3_235_0.mat,597,1.0
3_236_0.mat,597,2.0
3_237_0.mat,597,3.0
3_238_0.mat,597,4.0
3_239_0.mat,597,5.0
3_240_0.mat,597,6.0
3_241_0.mat,598,1.0
3_242_0.mat,598,2.0
3_243_0.mat,598,3.0
3_244_0.mat,598,4.0
3_245_0.mat,598,5.0
3_246_0.mat,598,6.0
3_247_0.mat,599,1.0
3_248_0.mat,599,2.0
3_249_0.mat,599,3.0
3_250_0.mat,599,4.0
3_251_0.mat,599,5.0
3_252_0.mat,599,6.0
3_253_0.mat,600,1.0
3_254_0.mat,600,2.0
3_255_0.mat,600,3.0
3_256_0.mat,600,4.0
3_257_0.mat,600,5.0
3_258_0.mat,600,6.0
3_259_0.mat,601,1.0
3_260_0.mat,601,2.0
3_261_0.mat,601,3.0
3_262_0.mat,601,4.0
3_263_0.mat,601,5.0
3_264_0.mat,601,6.0
3_265_0.mat,602,1.0
3_266_0.mat,602,2.0
3_267_0.mat,602,3.0
3_268_0.mat,602,4.0
3_269_0.mat,602,5.0
3_270_0.mat,602,6.0
3_271_0.mat,603,1.0
3_272_0.mat,603,2.0
3_273_0.mat,603,3.0
3_274_0.mat,603,4.0
3_275_0.mat,603,5.0
3_276_0.mat,603,6.0
3_277_0.mat,604,1.0
3_278_0.mat,604,2.0
3_279_0.mat,604,3.0
3_280_0.mat,604,4.0
3_281_0.mat,604,5.0
3_282_0.mat,604,6.0
3_283_0.mat,605,1.0
3_284_0.mat,605,2.0
3_285_0.mat,605,3.0
3_286_0.mat,605,4.0
3_287_0.mat,605,5.0
3_288_0.mat,605,6.0
3_289_0.mat,606,1.0
3_290_0.mat,606,2.0
3_291_0.mat,606,3.0
3_292_0.mat,606,4.0
3_293_0.mat,606,5.0
3_294_0.mat,606,6.0
3_295_0.mat,607,1.0
3_296_0.mat,607,2.0
3_297_0.mat,607,3.0
3_298_0.mat,607,4.0
3_299_0.mat,607,5.0
3_300_0.mat,607,6.0
3_301_0.mat,608,1.0
3_302_0.mat,608,2.0
3_303_0.mat,608,3.0
3_304_0.mat,608,4.0
3_305_0.mat,608,5.0
3_306_0.mat,608,6.0
3_307_0.mat,609,1.0
3_308_0.mat,609,2.0
3_309_0.mat,609,3.0
3_310_0.mat,609,4.0
3_311_0.mat,609,5.0
3_312_0.mat,609,6.0
3_313_0.mat,610,1.0
3_314_0.mat,610,2.0
3_315_0.mat,610,3.0
3_316_0.mat,610,4.0
3_317_0.mat,610,5.0
3_318_0.mat,610,6.0
3_319_0.mat,611,1.0
3_320_0.mat,611,2.0
3_321_0.mat,611,3.0
3_322_0.mat,611,4.0
3_323_0.mat,611,5.0
3_324_0.mat,611,6.0
3_325_0.mat,612,1.0
3_326_0.mat,612,2.0
3_327_0.mat,612,3.0
3_328_0.mat,612,4.0
3_329_0.mat,612,5.0
3_330_0.mat,612,6.0
3_331_0.mat,613,1.0
3_332_0.mat,613,2.0
3_333_0.mat,613,3.0
3_334_0.mat,613,4.0
3_335_0.mat,613,5.0
3_336_0.mat,613,6.0
3_337_0.mat,614,1.0
3_338_0.mat,614,2.0
3_339_0.mat,614,3.0
3_340_0.mat,614,4.0
3_341_0.mat,614,5.0
3_342_0.mat,614,6.0
3_343_0.mat,615,1.0
3_344_0.mat,615,2.0
3_345_0.mat,615,3.0
3_346_0.mat,615,4.0
3_347_0.mat,615,5.0
3_348_0.mat,615,6.0
3_349_0.mat,616,1.0
3_350_0.mat,616,2.0
3_351_0.mat,616,3.0
3_352_0.mat,616,4.0
3_353_0.mat,616,5.0
3_354_0.mat,616,6.0
3_355_0.mat,617,1.0
3_356_0.mat,617,2.0
3_357_0.mat,617,3.0
3_358_0.mat,617,4.0
3_359_0.mat,617,5.0
3_360_0.mat,617,6.0
3_361_0.mat,618,1.0
3_362_0.mat,618,2.0
3_363_0.mat,618,3.0
3_364_0.mat,618,4.0
3_365_0.mat,618,5.0
3_366_0.mat,618,6.0
3_367_0.mat,619,1.0
3_368_0.mat,619,2.0
3_369_0.mat,619,3.0
3_370_0.mat,619,4.0
3_371_0.mat,619,5.0
3_372_0.mat,619,6.0
3_373_0.mat,620,1.0
3_374_0.mat,620,2.0
3_375_0.mat,620,3.0
3_376_0.mat,620,4.0
3_377_0.mat,620,5.0
3_378_0.mat,620,6.0
3_379_0.mat,621,1.0
3_380_0.mat,621,2.0
3_381_0.mat,621,3.0
3_382_0.mat,621,4.0
3_383_0.mat,621,5.0
3_384_0.mat,621,6.0
3_385_0.mat,622,1.0
3_386_0.mat,622,2.0
3_387_0.mat,622,3.0
3_388_0.mat,622,4.0
3_389_0.mat,622,5.0
3_390_0.mat,622,6.0
3_391_0.mat,623,1.0
3_392_0.mat,623,2.0
3_393_0.mat,623,3.0
3_394_0.mat,623,4.0
3_395_0.mat,623,5.0
3_396_0.mat,623,6.0
3_397_0.mat,624,1.0
3_398_0.mat,624,2.0
3_399_0.mat,624,3.0
3_400_0.mat,624,4.0
3_401_0.mat,624,5.0
3_402_0.mat,624,6.0
3_403_0.mat,625,1.0
3_404_0.mat,625,2.0
3_405_0.mat,625,3.0
3_406_0.mat,625,4.0
3_407_0.mat,625,5.0
3_408_0.mat,625,6.0
3_409_0.mat,626,1.0
3_410_0.mat,626,2.0
3_411_0.mat,626,3.0
3_412_0.mat,626,4.0
3_413_0.mat,626,5.0
3_414_0.mat,626,6.0
3_415_0.mat,627,1.0
3_416_0.mat,627,2.0
3_417_0.mat,627,3.0
3_418_0.mat,627,4.0
3_419_0.mat,627,5.0
3_420_0.mat,627,6.0
3_421_0.mat,628,1.0
3_422_0.mat,628,2.0
3_423_0.mat,628,3.0
3_424_0.mat,628,4.0
3_425_0.mat,628,5.0
3_426_0.mat,628,6.0
3_427_0.mat,629,1.0
3_428_0.mat,629,2.0
3_429_0.mat,629,3.0
3_430_0.mat,629,4.0
3_431_0.mat,629,5.0
3_432_0.mat,629,6.0
3_433_0.mat,630,1.0
3_434_0.mat,630,2.0
3_435_0.mat,630,3.0
3_436_0.mat,630,4.0
3_437_0.mat,630,5.0
3_438_0.mat,630,6.0
3_439_0.mat,631,1.0
3_440_0.mat,631,2.0
3_441_0.mat,631,3.0
3_442_0.mat,631,4.0
3_443_0.mat,631,5.0
3_444_0.mat,631,6.0
3_445_0.mat,632,1.0
3_446_0.mat,632,2.0
3_447_0.mat,632,3.0
3_448_0.mat,632,4.0
3_449_0.mat,632,5.0
3_450_0.mat,632,6.0
3_451_0.mat,633,1.0
3_452_0.mat,633,2.0
3_453_0.mat,633,3.0
3_454_0.mat,633,4.0
3_455_0.mat,633,5.0
3_456_0.mat,633,6.0
3_457_0.mat,634,1.0
3_458_0.mat,634,2.0
3_459_0.mat,634,3.0
3_460_0.mat,634,4.0
3_461_0.mat,634,5.0
3_462_0.mat,634,6.0
3_463_0.mat,635,1.0
3_464_0.mat,635,2.0
3_465_0.mat,635,3.0
3_466_0.mat,635,4.0
3_467_0.mat,635,5.0
3_468_0.mat,635,6.0
3_469_0.mat,636,1.0
3_470_0.mat,636,2.0
3_471_0.mat,636,3.0
3_472_0.mat,636,4.0
3_473_0.mat,636,5.0
3_474_0.mat,636,6.0
3_475_0.mat,637,1.0
3_476_0.mat,637,2.0
3_477_0.mat,637,3.0
3_478_0.mat,637,4.0
3_479_0.mat,637,5.0
3_480_0.mat,637,6.0
3_481_0.mat,638,1.0
3_482_0.mat,638,2.0
3_483_0.mat,638,3.0
3_484_0.mat,638,4.0
3_485_0.mat,638,5.0
3_486_0.mat,638,6.0
3_487_0.mat,639,1.0
3_488_0.mat,639,2.0
3_489_0.mat,639,3.0
3_490_0.mat,639,4.0
3_491_0.mat,639,5.0
3_492_0.mat,639,6.0
3_493_0.mat,640,1.0
3_494_0.mat,640,2.0
3_495_0.mat,640,3.0
3_496_0.mat,640,4.0
3_497_0.mat,640,5.0
3_498_0.mat,640,6.0
3_499_0.mat,641,1.0
3_500_0.mat,641,2.0
3_501_0.mat,641,3.0
3_502_0.mat,641,4.0
3_503_0.mat,641,5.0
3_504_0.mat,641,6.0
3_505_0.mat,642,1.0
3_506_0.mat,642,2.0
3_507_0.mat,642,3.0
3_508_0.mat,642,4.0
3_509_0.mat,642,5.0
3_510_0.mat,642,6.0
3_511_0.mat,643,1.0
3_512_0.mat,643,2.0
3_513_0.mat,643,3.0
3_514_0.mat,643,4.0
3_515_0.mat,643,5.0
3_516_0.mat,643,6.0
3_517_0.mat,644,1.0
3_518_0.mat,644,2.0
3_519_0.mat,644,3.0
3_520_0.mat,644,4.0
3_521_0.mat,644,5.0
3_522_0.mat,644,6.0
3_523_0.mat,645,1.0
3_524_0.mat,645,2.0
3_525_0.mat,645,3.0
3_526_0.mat,645,4.0
3_527_0.mat,645,5.0
3_528_0.mat,645,6.0
3_529_0.mat,646,1.0
3_530_0.mat,646,2.0
3_531_0.mat,646,3.0
3_532_0.mat,646,4.0
3_533_0.mat,646,5.0
3_534_0.mat,646,6.0
3_535_0.mat,647,1.0
3_536_0.mat,647,2.0
3_537_0.mat,647,3.0
3_538_0.mat,647,4.0
3_539_0.mat,647,5.0
3_540_0.mat,647,6.0
3_541_0.mat,648,1.0
3_542_0.mat,648,2.0
3_543_0.mat,648,3.0
3_544_0.mat,648,4.0
3_545_0.mat,648,5.0
3_546_0.mat,648,6.0
3_547_0.mat,649,1.0
3_548_0.mat,649,2.0
3_549_0.mat,649,3.0
3_550_0.mat,649,4.0
3_551_0.mat,649,5.0
3_552_0.mat,649,6.0
3_553_0.mat,650,1.0
3_554_0.mat,650,2.0
3_555_0.mat,650,3.0
3_556_0.mat,650,4.0
3_557_0.mat,650,5.0
3_558_0.mat,650,6.0
3_559_0.mat,651,1.0
3_560_0.mat,651,2.0
3_561_0.mat,651,3.0
3_562_0.mat,651,4.0
3_563_0.mat,651,5.0
3_564_0.mat,651,6.0
3_565_0.mat,652,1.0
3_566_0.mat,652,2.0
3_567_0.mat,652,3.0
3_568_0.mat,652,4.0
3_569_0.mat,652,5.0
3_570_0.mat,652,6.0
3_571_0.mat,653,1.0
3_572_0.mat,653,2.0
3_573_0.mat,653,3.0
3_574_0.mat,653,4.0
3_575_0.mat,653,5.0
3_576_0.mat,653,6.0
3_577_0.mat,654,1.0
3_578_0.mat,654,2.0
3_579_0.mat,654,3.0
3_580_0.mat,654,4.0
3_581_0.mat,654,5.0
3_582_0.mat,654,6.0
3_583_0.mat,655,1.0
3_584_0.mat,655,2.0
3_585_0.mat,655,3.0
3_586_0.mat,655,4.0
3_587_0.mat,655,5.0
3_588_0.mat,655,6.0
3_589_0.mat,656,1.0
3_590_0.mat,656,2.0
3_591_0.mat,656,3.0
3_592_0.mat,656,4.0
3_593_0.mat,656,5.0
3_594_0.mat,656,6.0
3_595_0.mat,657,1.0
3_596_0.mat,657,2.0
3_597_0.mat,657,3.0
3_598_0.mat,657,4.0
3_599_0.mat,657,5.0
3_600_0.mat,657,6.0
3_601_0.mat,658,1.0
3_602_0.mat,658,2.0
3_603_0.mat,658,3.0
3_604_0.mat,658,4.0
3_605_0.mat,658,5.0
3_606_0.mat,658,6.0
3_607_0.mat,659,1.0
3_608_0.mat,659,2.0
3_609_0.mat,659,3.0
3_610_0.mat,659,4.0
3_611_0.mat,659,5.0
3_612_0.mat,659,6.0
3_613_0.mat,660,1.0
3_614_0.mat,660,2.0
3_615_0.mat,660,3.0
3_616_0.mat,660,4.0
3_617_0.mat,660,5.0
3_618_0.mat,660,6.0
3_619_0.mat,661,1.0
3_620_0.mat,661,2.0
3_621_0.mat,661,3.0
3_622_0.mat,661,4.0
3_623_0.mat,661,5.0
3_624_0.mat,661,6.0
3_625_0.mat,662,1.0
3_626_0.mat,662,2.0
3_627_0.mat,662,3.0
3_628_0.mat,662,4.0
3_629_0.mat,662,5.0
3_630_0.mat,662,6.0
3_631_0.mat,663,1.0
3_632_0.mat,663,2.0
3_633_0.mat,663,3.0
3_634_0.mat,663,4.0
3_635_0.mat,663,5.0
3_636_0.mat,663,6.0
3_637_0.mat,664,1.0
3_638_0.mat,664,2.0
3_639_0.mat,664,3.0
3_640_0.mat,664,4.0
3_641_0.mat,664,5.0
3_642_0.mat,664,6.0
3_643_0.mat,665,1.0
3_644_0.mat,665,2.0
3_645_0.mat,665,3.0
3_646_0.mat,665,4.0
3_647_0.mat,665,5.0
3_648_0.mat,665,6.0
3_649_0.mat,666,1.0
3_650_0.mat,666,2.0
3_651_0.mat,666,3.0
3_652_0.mat,666,4.0
3_653_0.mat,666,5.0
3_654_0.mat,666,6.0
3_655_0.mat,667,1.0
3_656_0.mat,667,2.0
3_657_0.mat,667,3.0
3_658_0.mat,667,4.0
3_659_0.mat,667,5.0
3_660_0.mat,667,6.0
3_661_0.mat,668,1.0
3_662_0.mat,668,2.0
3_663_0.mat,668,3.0
3_664_0.mat,668,4.0
3_665_0.mat,668,5.0
3_666_0.mat,668,6.0
3_667_0.mat,669,1.0
3_668_0.mat,669,2.0
3_669_0.mat,669,3.0
3_670_0.mat,669,4.0
3_671_0.mat,669,5.0
3_672_0.mat,669,6.0
3_673_0.mat,670,1.0
3_674_0.mat,670,2.0
3_675_0.mat,670,3.0
3_676_0.mat,670,4.0
3_677_0.mat,670,5.0
3_678_0.mat,670,6.0
3_679_0.mat,671,1.0
3_680_0.mat,671,2.0
3_681_0.mat,671,3.0
3_682_0.mat,671,4.0
3_683_0.mat,671,5.0
3_684_0.mat,671,6.0
3_685_0.mat,672,1.0
3_686_0.mat,672,2.0
3_687_0.mat,672,3.0
3_688_0.mat,672,4.0
3_689_0.mat,672,5.0
3_690_0.mat,672,6.0
3_691_0.mat,673,1.0
3_692_0.mat,673,2.0
3_693_0.mat,673,3.0
3_694_0.mat,673,4.0
3_695_0.mat,673,5.0
3_696_0.mat,673,6.0
3_697_0.mat,674,1.0
3_698_0.mat,674,2.0
3_699_0.mat,674,3.0
3_700_0.mat,674,4.0
3_701_0.mat,674,5.0
3_702_0.mat,674,6.0
3_703_0.mat,675,1.0
3_704_0.mat,675,2.0
3_705_0.mat,675,3.0
